Transcript stable ID version,Gene stable ID version,Gene name,Gene type,Gene description
ENST00000385060.1,ENSG00000283904.1,MIR155,miRNA,microRNA 155 [Source:HGNC Symbol;Acc:HGNC:31542]
ENST00000619419.1,ENSG00000275469.1,MIR6130,miRNA,microRNA 6130 [Source:HGNC Symbol;Acc:HGNC:50156]
ENST00000410986.2,ENSG00000238627.1,RNA5SP489,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 489 [Source:HGNC Symbol;Acc:HGNC:43389]"
ENST00000584048.1,ENSG00000266133.1,MIR4759,miRNA,microRNA 4759 [Source:HGNC Symbol;Acc:HGNC:41575]
ENST00000580069.1,ENSG00000265841.1,MIR548X,miRNA,microRNA 548x [Source:HGNC Symbol;Acc:HGNC:38248]
ENST00000384369.1,ENSG00000207097.1,RNU6-614P,snRNA,"RNA, U6 small nuclear 614, pseudogene [Source:HGNC Symbol;Acc:HGNC:47577]"
ENST00000516163.1,ENSG00000251972.1,RNU6-123P,snRNA,"RNA, U6 small nuclear 123, pseudogene [Source:HGNC Symbol;Acc:HGNC:47086]"
ENST00000384075.1,ENSG00000206802.1,RNU6-926P,snRNA,"RNA, U6 small nuclear 926, pseudogene [Source:HGNC Symbol;Acc:HGNC:47889]"
ENST00000391177.2,ENSG00000212479.2,U3,snoRNA,Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]
ENST00000581194.1,ENSG00000265007.1,MIR4327,miRNA,microRNA 4327 [Source:HGNC Symbol;Acc:HGNC:38355]
ENST00000637157.1,ENSG00000283300.1,U6,snRNA,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENST00000365114.1,ENSG00000201984.1,Y_RNA,misc_RNA,Y RNA [Source:RFAM;Acc:RF00019]
ENST00000579533.2,ENSG00000263969.2,RN7SL678P,misc_RNA,"RNA, 7SL, cytoplasmic 678, pseudogene [Source:HGNC Symbol;Acc:HGNC:46694]"
ENST00000467060.3,ENSG00000244294.3,RN7SL740P,misc_RNA,"RNA, 7SL, cytoplasmic 740, pseudogene [Source:HGNC Symbol;Acc:HGNC:46756]"
ENST00000365369.1,ENSG00000202239.1,RNU6-396P,snRNA,"RNA, U6 small nuclear 396, pseudogene [Source:HGNC Symbol;Acc:HGNC:47359]"
ENST00000606322.1,ENSG00000272015.1,SNORA62,snoRNA,Small nucleolar RNA SNORA62/SNORA6 family [Source:RFAM;Acc:RF00091]
ENST00000384370.1,ENSG00000207098.1,SNORA70,snoRNA,Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]
ENST00000290239.7,ENSG00000284448.1,MIR6501,miRNA,microRNA 6501 [Source:HGNC Symbol;Acc:HGNC:50033]
ENST00000458922.1,ENSG00000238390.1,,snoRNA,
ENST00000363922.1,ENSG00000200792.1,SNORA80A,snoRNA,"small nucleolar RNA, H/ACA box 80A [Source:HGNC Symbol;Acc:HGNC:32666]"
ENST00000534991.3,ENSG00000256073.3,URB1-AS1,lncRNA,URB1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:23128]
ENST00000458654.1,ENSG00000236545.1,,lncRNA,novel transcript
ENST00000432411.1,ENSG00000227698.1,,lncRNA,novel transcript
ENST00000515969.1,ENSG00000251778.1,,snoRNA,
ENST00000449165.5,ENSG00000157617.17,C2CD2,protein_coding,C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]
ENST00000329623.11,ENSG00000157617.17,C2CD2,protein_coding,C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]
ENST00000380486.4,ENSG00000157617.17,C2CD2,protein_coding,C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]
ENST00000482186.5,ENSG00000157617.17,C2CD2,protein_coding,C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]
ENST00000482084.5,ENSG00000157617.17,C2CD2,protein_coding,C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]
ENST00000467074.6,ENSG00000157617.17,C2CD2,protein_coding,C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]
ENST00000490479.1,ENSG00000157617.17,C2CD2,protein_coding,C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]
ENST00000478372.1,ENSG00000157617.17,C2CD2,protein_coding,C2 calcium dependent domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1266]
ENST00000398505.7,ENSG00000173276.14,ZBTB21,protein_coding,zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13083]
ENST00000310826.10,ENSG00000173276.14,ZBTB21,protein_coding,zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13083]
ENST00000398499.5,ENSG00000173276.14,ZBTB21,protein_coding,zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13083]
ENST00000398511.3,ENSG00000173276.14,ZBTB21,protein_coding,zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13083]
ENST00000465968.5,ENSG00000173276.14,ZBTB21,protein_coding,zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13083]
ENST00000425521.1,ENSG00000173276.14,ZBTB21,protein_coding,zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13083]
ENST00000449949.5,ENSG00000173276.14,ZBTB21,protein_coding,zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13083]
ENST00000398497.2,ENSG00000173276.14,ZBTB21,protein_coding,zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13083]
ENST00000329015.2,ENSG00000184385.2,UMODL1-AS1,lncRNA,UMODL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23821]
ENST00000412906.5,ENSG00000237232.9,ZNF295-AS1,lncRNA,ZNF295 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23130]
ENST00000675770.1,ENSG00000237232.9,ZNF295-AS1,lncRNA,ZNF295 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23130]
ENST00000675924.1,ENSG00000237232.9,ZNF295-AS1,lncRNA,ZNF295 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23130]
ENST00000676087.1,ENSG00000237232.9,ZNF295-AS1,lncRNA,ZNF295 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23130]
ENST00000675169.1,ENSG00000237232.9,ZNF295-AS1,lncRNA,ZNF295 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23130]
ENST00000657413.2,ENSG00000237232.9,ZNF295-AS1,lncRNA,ZNF295 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23130]
ENST00000665885.1,ENSG00000237232.9,ZNF295-AS1,lncRNA,ZNF295 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23130]
ENST00000669320.1,ENSG00000237232.9,ZNF295-AS1,lncRNA,ZNF295 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23130]
ENST00000455701.2,ENSG00000237232.9,ZNF295-AS1,lncRNA,ZNF295 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23130]
ENST00000429739.1,ENSG00000237232.9,ZNF295-AS1,lncRNA,ZNF295 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23130]
ENST00000676145.1,ENSG00000237232.9,ZNF295-AS1,lncRNA,ZNF295 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23130]
ENST00000430635.1,ENSG00000230978.2,LINC00160,lncRNA,long intergenic non-protein coding RNA 160 [Source:HGNC Symbol;Acc:HGNC:1294]
ENST00000651753.1,ENSG00000230978.2,LINC00160,lncRNA,long intergenic non-protein coding RNA 160 [Source:HGNC Symbol;Acc:HGNC:1294]
ENST00000420877.1,ENSG00000234380.2,LINC01426,lncRNA,long intergenic non-protein coding RNA 1426 [Source:HGNC Symbol;Acc:HGNC:50734]
ENST00000419921.1,ENSG00000234380.2,LINC01426,lncRNA,long intergenic non-protein coding RNA 1426 [Source:HGNC Symbol;Acc:HGNC:50734]
ENST00000652751.1,ENSG00000234380.2,LINC01426,lncRNA,long intergenic non-protein coding RNA 1426 [Source:HGNC Symbol;Acc:HGNC:50734]
ENST00000651798.1,ENSG00000286153.1,,lncRNA,"novel transcript, antisense to RUNX1"
ENST00000455028.1,ENSG00000234703.1,,lncRNA,novel transcript
ENST00000421454.2,ENSG00000223671.2,RPL34P3,processed_pseudogene,ribosomal protein L34 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:10343]
ENST00000431167.1,ENSG00000231300.1,EZH2P1,processed_pseudogene,enhancer of zeste 2 polycomb repressive complex 2 subunit pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39918]
ENST00000412240.1,ENSG00000230794.1,,lncRNA,novel transcript
ENST00000390235.1,ENSG00000211590.1,MIR802,miRNA,microRNA 802 [Source:HGNC Symbol;Acc:HGNC:33140]
ENST00000434853.1,ENSG00000229761.1,RPS20P1,processed_pseudogene,ribosomal protein S20 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10408]
ENST00000440405.2,ENSG00000234008.5,PPP1R2P2,processed_pseudogene,protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:9290]
ENST00000457157.2,ENSG00000231106.2,LINC01436,lncRNA,long intergenic non-protein coding RNA 1436 [Source:HGNC Symbol;Acc:HGNC:50754]
ENST00000453844.1,ENSG00000214914.3,RPL23AP3,processed_pseudogene,ribosomal protein L23a pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:10320]
ENST00000408914.2,ENSG00000189089.5,RIMKLBP1,processed_pseudogene,ribosomal modification protein rimK like family member B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:34034]
ENST00000436303.1,ENSG00000236677.1,SETD4-AS1,lncRNA,SETD4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40104]
ENST00000363343.1,ENSG00000200213.1,RNU6-992P,snRNA,"RNA, U6 small nuclear 992, pseudogene [Source:HGNC Symbol;Acc:HGNC:47955]"
ENST00000535199.5,ENSG00000230212.6,,lncRNA,novel transcript
ENST00000415147.1,ENSG00000230212.6,,lncRNA,novel transcript
ENST00000466328.2,ENSG00000159228.13,CBR1,protein_coding,carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548]
ENST00000530908.5,ENSG00000159228.13,CBR1,protein_coding,carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548]
ENST00000439427.2,ENSG00000159228.13,CBR1,protein_coding,carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548]
ENST00000290349.11,ENSG00000159228.13,CBR1,protein_coding,carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548]
ENST00000399191.3,ENSG00000159228.13,CBR1,protein_coding,carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548]
ENST00000445464.1,ENSG00000236119.1,,lncRNA,novel transcript
ENST00000422473.1,ENSG00000233393.1,,lncRNA,novel transcript
ENST00000452572.1,ENSG00000226054.2,MEMO1P1,processed_pseudogene,mediator of cell motility 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23274]
ENST00000453159.6,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000662189.1,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000413862.6,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000655785.1,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000656513.1,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000661388.1,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000667457.1,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000654957.1,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000666303.1,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000608641.6,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000608690.5,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000608622.5,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000608632.5,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000609192.5,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000625189.3,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000625079.3,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000623579.3,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000623638.1,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000624080.1,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000624086.3,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000624883.1,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000623647.1,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000623484.1,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000427491.1,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000432988.1,ENSG00000236830.7,CBR3-AS1,lncRNA,CBR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43664]
ENST00000419943.1,ENSG00000214889.3,RPS9P1,processed_pseudogene,ribosomal protein S9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10443]
ENST00000290354.6,ENSG00000159231.6,CBR3,protein_coding,carbonyl reductase 3 [Source:HGNC Symbol;Acc:HGNC:1549]
ENST00000437106.1,ENSG00000228149.1,RPL3P1,processed_pseudogene,ribosomal protein L3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10352]
ENST00000344691.8,ENSG00000159216.19,RUNX1,protein_coding,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
ENST00000437180.5,ENSG00000159216.19,RUNX1,protein_coding,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
ENST00000675419.1,ENSG00000159216.19,RUNX1,protein_coding,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
ENST00000300305.7,ENSG00000159216.19,RUNX1,protein_coding,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
ENST00000482318.5,ENSG00000159216.19,RUNX1,protein_coding,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
ENST00000399240.5,ENSG00000159216.19,RUNX1,protein_coding,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
ENST00000479325.1,ENSG00000159216.19,RUNX1,protein_coding,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
ENST00000358356.9,ENSG00000159216.19,RUNX1,protein_coding,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
ENST00000469087.1,ENSG00000159216.19,RUNX1,protein_coding,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
ENST00000399237.6,ENSG00000159216.19,RUNX1,protein_coding,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
ENST00000467577.1,ENSG00000159216.19,RUNX1,protein_coding,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
ENST00000455571.5,ENSG00000159216.19,RUNX1,protein_coding,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
ENST00000475045.6,ENSG00000159216.19,RUNX1,protein_coding,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
ENST00000416754.1,ENSG00000159216.19,RUNX1,protein_coding,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
ENST00000468726.1,ENSG00000159216.19,RUNX1,protein_coding,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
ENST00000467692.5,ENSG00000159216.19,RUNX1,protein_coding,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
ENST00000494829.1,ENSG00000159216.19,RUNX1,protein_coding,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
ENST00000460207.1,ENSG00000159216.19,RUNX1,protein_coding,RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]
ENST00000469079.5,ENSG00000166979.13,EVA1C,protein_coding,eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239]
ENST00000459833.5,ENSG00000166979.13,EVA1C,protein_coding,eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239]
ENST00000435323.5,ENSG00000166979.13,EVA1C,protein_coding,eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239]
ENST00000437338.5,ENSG00000166979.13,EVA1C,protein_coding,eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239]
ENST00000457807.5,ENSG00000166979.13,EVA1C,protein_coding,eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239]
ENST00000401402.7,ENSG00000166979.13,EVA1C,protein_coding,eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239]
ENST00000382699.7,ENSG00000166979.13,EVA1C,protein_coding,eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239]
ENST00000300255.7,ENSG00000166979.13,EVA1C,protein_coding,eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239]
ENST00000481638.1,ENSG00000166979.13,EVA1C,protein_coding,eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239]
ENST00000412833.1,ENSG00000166979.13,EVA1C,protein_coding,eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239]
ENST00000464037.5,ENSG00000166979.13,EVA1C,protein_coding,eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239]
ENST00000496615.5,ENSG00000166979.13,EVA1C,protein_coding,eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239]
ENST00000485488.1,ENSG00000166979.13,EVA1C,protein_coding,eva-1 homolog C [Source:HGNC Symbol;Acc:HGNC:13239]
ENST00000448649.1,ENSG00000229007.1,EXOSC3P1,processed_pseudogene,exosome component 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33989]
ENST00000516236.1,ENSG00000252045.1,,snoRNA,
ENST00000517141.1,ENSG00000252950.1,RNA5SP490,rRNA_pseudogene,"RNA, 5S ribosomal pseudogene 490 [Source:HGNC Symbol;Acc:HGNC:43390]"
ENST00000431599.1,ENSG00000159079.19,CFAP298,protein_coding,cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301]
ENST00000290155.8,ENSG00000159079.19,CFAP298,protein_coding,cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301]
ENST00000440966.5,ENSG00000159079.19,CFAP298,protein_coding,cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301]
ENST00000382549.8,ENSG00000159079.19,CFAP298,protein_coding,cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301]
ENST00000425336.1,ENSG00000159079.19,CFAP298,protein_coding,cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301]
ENST00000300260.7,ENSG00000159079.19,CFAP298,protein_coding,cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301]
ENST00000483315.1,ENSG00000159079.19,CFAP298,protein_coding,cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301]
ENST00000458138.1,ENSG00000159079.19,CFAP298,protein_coding,cilia and flagella associated protein 298 [Source:HGNC Symbol;Acc:HGNC:1301]
ENST00000435600.2,ENSG00000228433.2,OR7E23P,unprocessed_pseudogene,olfactory receptor family 7 subfamily E member 23 pseudogene [Source:HGNC Symbol;Acc:HGNC:8395]
ENST00000411943.1,ENSG00000238220.1,,processed_pseudogene,ribosomal protein S24 (RPS24) pseudogene
ENST00000673740.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000674122.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000674072.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000673633.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000673979.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000673722.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000674123.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000673984.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000674042.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000674025.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000673879.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000673799.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000673985.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000673900.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000673727.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000673694.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000673072.2,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000673672.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000673807.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000673945.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000553001.2,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000431216.5,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000673870.1,ENSG00000265590.10,CFAP298-TCP10L,protein_coding,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636]
ENST00000673907.1,ENSG00000242220.9,TCP10L,protein_coding,t-complex 10 like [Source:HGNC Symbol;Acc:HGNC:11657]
ENST00000674032.1,ENSG00000242220.9,TCP10L,protein_coding,t-complex 10 like [Source:HGNC Symbol;Acc:HGNC:11657]
ENST00000673667.1,ENSG00000242220.9,TCP10L,protein_coding,t-complex 10 like [Source:HGNC Symbol;Acc:HGNC:11657]
ENST00000673787.1,ENSG00000242220.9,TCP10L,protein_coding,t-complex 10 like [Source:HGNC Symbol;Acc:HGNC:11657]
ENST00000674141.1,ENSG00000242220.9,TCP10L,protein_coding,t-complex 10 like [Source:HGNC Symbol;Acc:HGNC:11657]
ENST00000674055.1,ENSG00000242220.9,TCP10L,protein_coding,t-complex 10 like [Source:HGNC Symbol;Acc:HGNC:11657]
ENST00000334165.5,ENSG00000242220.9,TCP10L,protein_coding,t-complex 10 like [Source:HGNC Symbol;Acc:HGNC:11657]
ENST00000300258.8,ENSG00000242220.9,TCP10L,protein_coding,t-complex 10 like [Source:HGNC Symbol;Acc:HGNC:11657]
ENST00000491828.5,ENSG00000242220.9,TCP10L,protein_coding,t-complex 10 like [Source:HGNC Symbol;Acc:HGNC:11657]
ENST00000673776.1,ENSG00000242220.9,TCP10L,protein_coding,t-complex 10 like [Source:HGNC Symbol;Acc:HGNC:11657]
ENST00000673793.1,ENSG00000242220.9,TCP10L,protein_coding,t-complex 10 like [Source:HGNC Symbol;Acc:HGNC:11657]
ENST00000674156.1,ENSG00000242220.9,TCP10L,protein_coding,t-complex 10 like [Source:HGNC Symbol;Acc:HGNC:11657]
ENST00000472557.6,ENSG00000242220.9,TCP10L,protein_coding,t-complex 10 like [Source:HGNC Symbol;Acc:HGNC:11657]
ENST00000582575.2,ENSG00000242220.9,TCP10L,protein_coding,t-complex 10 like [Source:HGNC Symbol;Acc:HGNC:11657]
ENST00000673699.1,ENSG00000242220.9,TCP10L,protein_coding,t-complex 10 like [Source:HGNC Symbol;Acc:HGNC:11657]
ENST00000270142.11,ENSG00000142168.15,SOD1,protein_coding,superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179]
ENST00000389995.4,ENSG00000142168.15,SOD1,protein_coding,superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179]
ENST00000476106.5,ENSG00000142168.15,SOD1,protein_coding,superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179]
